ubicación,precio,tamaño,precio por metro, link
 La Arbolada Plus,288750,83,3478.92,http://www.casasyterrenos.com/detalle-terreno/venta-la+arbolada+plus-tlajomulco+de+zuniga-jalisco-45640-1607530
 Nueva Galicia,1300000,128,10156.25,http://www.casasyterrenos.com/detalle-terreno/venta-nueva+galicia-tlajomulco+de+zuniga-jalisco-45640-2135085
 Jardines De La Calera,2000000,1857,1077.01,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-2137885
 Toluquilla,11000000,18806,584.92,http://www.casasyterrenos.com/detalle-terreno/venta-toluquilla-tlaquepaque-jalisco-45610-1549295
 Club De Golf Santa Anita,20370000,2037,10000.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-20710-2133909
 Santa Rosa,773649,860,899.59,http://www.casasyterrenos.com/detalle-terreno/venta-santa+rosa-ixtlahuacan+de+los+membrillos-jalisco-45850-1882968
 Campo Sur,35000000,100000,350.0,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-1018457
 La Alameda,148000,108,1370.37,http://www.casasyterrenos.com/detalle-terreno/venta-la+alameda-el+salto-jalisco-45694-1229151
 La Duraznera,6500000,2297,2829.78,http://www.casasyterrenos.com/detalle-terreno/venta-la+duraznera-tlaquepaque-jalisco-45623-1723762
 Jardines De Santa Anita,12000000,5000,2400.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2137003
 San Martin De Las Flores De Abajo,16000000,8000,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+martin+de+las+flores+de+abajo-tlaquepaque-jalisco-45620-1239771
 Toluquilla,11000000,18806,584.92,http://www.casasyterrenos.com/detalle-terreno/venta-toluquilla-tlaquepaque-jalisco-45610-1549295
 Club De Golf Santa Anita,20370000,2037,10000.0,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-20710-2133909
 Santa Rosa,773649,860,899.59,http://www.casasyterrenos.com/detalle-terreno/venta-santa+rosa-ixtlahuacan+de+los+membrillos-jalisco-45850-1882968
 Campo Sur,35000000,100000,350.0,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-1018457
 La Alameda,148000,108,1370.37,http://www.casasyterrenos.com/detalle-terreno/venta-la+alameda-el+salto-jalisco-45694-1229151
 La Duraznera,6500000,2297,2829.78,http://www.casasyterrenos.com/detalle-terreno/venta-la+duraznera-tlaquepaque-jalisco-45623-1723762
 Jardines De Santa Anita,12000000,5000,2400.0,http://www.casasyterrenos.com/detalle-terreno/venta-jardines+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2137003
 San Martin De Las Flores De Abajo,16000000,8000,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+martin+de+las+flores+de+abajo-tlaquepaque-jalisco-45620-1239771
 La Guadalupana,42000000,7000,6000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+guadalupana-guadalajara-jalisco-44220-1457936
 Santa Anita,21335000,21335,1000.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1535108
 Santa Cruz De Las Flores,282000000,234432,1202.91,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1938061
 Acatlan De Juarez Centro,12910000,45102,286.24,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1739939
 Santa Cruz Del Valle,600000,400,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-1318774
 El Zapote,33604200,56007,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-2135106
 Balcones De La Calera,516570,771,670.0,http://www.casasyterrenos.com/detalle-terreno/venta-balcones+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1921901
 Santa Anita,1600000,490,3265.31,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlaquepaque-jalisco-45600-2076788
 San Miguel Cuyutlan,42000000,60000,700.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1925431
 Villas De La Hacienda,72000000,95332,755.26,http://www.casasyterrenos.com/detalle-terreno/venta-villas+de+la+hacienda-tlajomulco+de+zuniga-jalisco-45684-1706142
 Villas De San Agustin,3500000,1150,3043.48,http://www.casasyterrenos.com/detalle-terreno/venta-villas+de+san+agustin-tlajomulco+de+zuniga-jalisco-45640-1667138
 Valle De Las Flores,385000,209,1842.11,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1825078
 Santa Cruz Del Valle,600000,400,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+del+valle-tlajomulco+de+zuniga-jalisco-45640-1318774
 El Zapote,33604200,56007,600.0,http://www.casasyterrenos.com/detalle-terreno/venta-el+zapote-tlajomulco+de+zuniga-jalisco-45640-2135106
 Balcones De La Calera,516570,771,670.0,http://www.casasyterrenos.com/detalle-terreno/venta-balcones+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1921901
 Santa Anita,1600000,490,3265.31,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlaquepaque-jalisco-45600-2076788
 San Miguel Cuyutlan,42000000,60000,700.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1925431
 Villas De La Hacienda,72000000,95332,755.26,http://www.casasyterrenos.com/detalle-terreno/venta-villas+de+la+hacienda-tlajomulco+de+zuniga-jalisco-45684-1706142
 Villas De San Agustin,3500000,1150,3043.48,http://www.casasyterrenos.com/detalle-terreno/venta-villas+de+san+agustin-tlajomulco+de+zuniga-jalisco-45640-1667138
 Valle De Las Flores,385000,209,1842.11,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1825078
 Artesanos,94500000,45000000,2.1,http://www.casasyterrenos.com/detalle-terreno/venta-artesanos-tlaquepaque-jalisco-45598-1665270
 Bosques De Santa Anita,1624000,280,5800.0,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1951021
 San Martin De Las Flores De Arriba,3266100,43548,75.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+martin+de+las+flores+de+arriba-tlaquepaque-jalisco-45620-1237626
 Santa Maria Tequepexpan,43792200,9123,4800.2,http://www.casasyterrenos.com/detalle-terreno/venta-santa+maria+tequepexpan-tlaquepaque-jalisco-45601-1204791
 Sin Nombre,3900000,7805,499.68,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-905859
 Los Gavilanes,4900000,732,6693.99,http://www.casasyterrenos.com/detalle-terreno/venta-los+gavilanes-tlajomulco+de+zuniga-jalisco-45640-1915236
 Santa Rosa,10000000,8396,1191.04,http://www.casasyterrenos.com/detalle-terreno/venta-santa+rosa-ixtlahuacan+de+los+membrillos-jalisco-45850-1704162
 ,28295330,20211,1400.0,http://www.casasyterrenos.com/detalle-terreno/venta-tlajomulco+de+zuniga-jalisco-2132712
 Casa Fuerte,1653610,236,7006.82,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-2132614
 Casa Fuerte,840000,140,6000.0,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-2132572
 Casa Fuerte,1184000,148,8000.0,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-2132523
 Toluquilla,13250000,4171,3176.7,http://www.casasyterrenos.com/detalle-terreno/venta-toluquilla-tlaquepaque-jalisco-45610-2056075
 Santa Anita,5000000,600,8333.33,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlaquepaque-jalisco-45600-2109542
 Campo Sur,7100000,142118,49.96,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-1640497
 Zapote Del Valle,17980000,6200,2900.0,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-2011562
 Casa Fuerte,1597069,282,5663.37,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1949616
 Casa Fuerte,1254110,205,6117.61,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1993489
 Sin Nombre,18000000,8622,2087.68,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-tlajomulco+de+zuniga-jalisco-45640-2042313
 La Tijera,1570000,334,4700.6,http://www.casasyterrenos.com/detalle-terreno/venta-la+tijera-tlajomulco+de+zuniga-jalisco-45620-1843078
 La Gigantera,52000000,40000,1300.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+gigantera-tlaquepaque-jalisco-45610-2047178
 Bosques De Santa Anita,814000,127,6409.45,http://www.casasyterrenos.com/detalle-terreno/venta-bosques+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1841783
 La Llave,7078500,1573,4500.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+llave-tlaquepaque-jalisco-45618-2082045
 Las Liebres,1041600,3472,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-las+liebres-tlaquepaque-jalisco-45623-1984417
 La Alameda,5120000,1600,3200.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+alameda-el+salto-jalisco-45694-1990151
 Zapote Del Valle,32000000,40000,800.0,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-2006501
 Plan De Oriente,920000,1150,800.0,http://www.casasyterrenos.com/detalle-terreno/venta-plan+de+oriente-tlaquepaque-jalisco-45620-2012395
 Baja California,3456600,1646,2100.0,http://www.casasyterrenos.com/detalle-terreno/venta-baja+california-el+salto-jalisco-45693-2108905
 Rancho San Jose Del Tajo,2750000,297,9259.26,http://www.casasyterrenos.com/detalle-terreno/venta-rancho+san+jose+del+tajo-tlajomulco+de+zuniga-jalisco-45640-2129387
 San Jose Del Valle,28210000,11582,2435.68,http://www.casasyterrenos.com/detalle-terreno/venta-san+jose+del+valle-tlajomulco+de+zuniga-jalisco-45640-2129345
 Fraccionamiento Tres Reyes,516000,344,1500.0,http://www.casasyterrenos.com/detalle-terreno/venta-fraccionamiento+tres+reyes-tlajomulco+de+zuniga-jalisco-45670-1937666
 Cajititlan,417000,300,1390.0,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1710110
 Campo Sur,250000,160,1562.5,http://www.casasyterrenos.com/detalle-terreno/venta-campo+sur-tlajomulco+de+zuniga-jalisco-45640-1008371
 Santa Cruz De Las Flores,49345764,41121,1200.01,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1315291
 Vicente Guerrero,7000000,5171,1353.7,http://www.casasyterrenos.com/detalle-terreno/venta-vicente+guerrero-zapopan-jalisco-45160-2129219
 Valle De Las Flores,49345200,41121,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1705790
 San Miguel Cuyutlan,2200000,1500,1466.67,http://www.casasyterrenos.com/detalle-terreno/venta-san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1465831
 Buenavista,2880000,1800,1600.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-1465961
 Cerro Del Cuatro,1733639936,1447700,1197.51,http://www.casasyterrenos.com/detalle-terreno/venta-cerro+del+cuatro-tlaquepaque-jalisco-45599-1705458
 Acatlan De Juarez Centro,20914800,69716,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1974581
 Alameda Loma Del Ahogado,129438000,287640,450.0,http://www.casasyterrenos.com/detalle-terreno/venta-alameda+loma+del+ahogado-el+salto-jalisco-45640-2128715
 Centro,16000000,16000,1000.0,http://www.casasyterrenos.com/detalle-terreno/venta-centro-tlajomulco+de+zuniga-jalisco-45640-1723570
 Centro,74600000,159018,469.13,http://www.casasyterrenos.com/detalle-terreno/venta-centro-tlajomulco+de+zuniga-jalisco-45640-1723690
 Valle De Las Flores,49345200,41121,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-1705790
 San Miguel Cuyutlan,2200000,1500,1466.67,http://www.casasyterrenos.com/detalle-terreno/venta-san+miguel+cuyutlan-tlajomulco+de+zuniga-jalisco-45660-1465831
 Buenavista,2880000,1800,1600.0,http://www.casasyterrenos.com/detalle-terreno/venta-buenavista-tlajomulco+de+zuniga-jalisco-45640-1465961
 Cerro Del Cuatro,1733639936,1447700,1197.51,http://www.casasyterrenos.com/detalle-terreno/venta-cerro+del+cuatro-tlaquepaque-jalisco-45599-1705458
 Acatlan De Juarez Centro,20914800,69716,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1974581
 Alameda Loma Del Ahogado,129438000,287640,450.0,http://www.casasyterrenos.com/detalle-terreno/venta-alameda+loma+del+ahogado-el+salto-jalisco-45640-2128715
 Centro,16000000,16000,1000.0,http://www.casasyterrenos.com/detalle-terreno/venta-centro-tlajomulco+de+zuniga-jalisco-45640-1723570
 Centro,74600000,159018,469.13,http://www.casasyterrenos.com/detalle-terreno/venta-centro-tlajomulco+de+zuniga-jalisco-45640-1723690
 Centro,2300000,22890,100.48,http://www.casasyterrenos.com/detalle-terreno/venta-centro-tlajomulco+de+zuniga-jalisco-45640-1723718
 Santa Cruz De Las Flores,29450000,62125,474.04,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1938506
 Valle De La Misericordia,7295000,5135,1420.64,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+la+misericordia-tlaquepaque-jalisco-45615-1756824
 Habitacional Tejeda,950000,2000,475.0,http://www.casasyterrenos.com/detalle-terreno/venta-habitacional+tejeda-tlajomulco+de+zuniga-jalisco-45640-1767938
 Santa Maria Tequepexpan,142191008,40626,3500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+maria+tequepexpan-tlaquepaque-jalisco-45601-2124984
 San Sebastianito,45615000,9123,5000.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastianito-tlaquepaque-jalisco-45610-1237786
 Sin Nombre,750000,1145,655.02,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-acatlan+de+juarez-jalisco-45700-1207201
 Bosque Real De Santa Anita,1970385,232,8493.04,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979119
 Club De Golf Santa Anita,6112050,873,7001.2,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-45640-2125684
 Agua Blanca Industrial,14000000,5755,2432.67,http://www.casasyterrenos.com/detalle-terreno/venta-agua+blanca+industrial-zapopan-jalisco-45235-1475256
 Acueducto San Agustin,29854948,74637,400.0,http://www.casasyterrenos.com/detalle-terreno/venta-acueducto+san+agustin-tlajomulco+de+zuniga-jalisco-45640-1732059
 San Diego,540000,450,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+diego-tlajomulco+de+zuniga-jalisco-45660-2079826
 San Diego,540000,450,1200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+diego-tlajomulco+de+zuniga-jalisco-45660-2079840
 Santa Cruz De Las Flores,115500000,33000,3500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45645-2120560
 La Punta,18750000,75000,250.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+punta-tonala-jalisco-45425-1946796
 Senderos De Monte Verde,936690,210,4460.43,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1706122
 Jauja,80000000,200000,400.0,http://www.casasyterrenos.com/detalle-terreno/venta-jauja-tonala-jalisco-45425-2099503
 Bosque Real De Santa Anita,1513116,153,9889.65,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979157
 Bosque Real De Santa Anita,1917345,226,8483.83,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1977509
 Bosque Real De Santa Anita,1713940,202,8484.85,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979136
 Bugambilias,3375000,3090,1092.23,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1466611
 Club De Golf Santa Anita,13660000,1518,8998.68,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1714130
 Senderos De Monte Verde,936690,210,4460.43,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1706122
 Jauja,80000000,200000,400.0,http://www.casasyterrenos.com/detalle-terreno/venta-jauja-tonala-jalisco-45425-2099503
 Bosque Real De Santa Anita,1513116,153,9889.65,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979157
 Bosque Real De Santa Anita,1917345,226,8483.83,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1977509
 Bosque Real De Santa Anita,1713940,202,8484.85,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979136
 Bugambilias,3375000,3090,1092.23,http://www.casasyterrenos.com/detalle-terreno/venta-bugambilias-zapopan-jalisco-1466611
 Club De Golf Santa Anita,13660000,1518,8998.68,http://www.casasyterrenos.com/detalle-terreno/venta-club+de+golf+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1714130
 Santa Cruz De La Loma Tepetates,180000,200,900.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+la+loma+tepetates-tlajomulco+de+zuniga-jalisco-45640-2032422
 Toluquilla,9661712,6663,1450.05,http://www.casasyterrenos.com/detalle-terreno/venta-toluquilla-tlaquepaque-jalisco-45610-2124662
 Zapote Del Valle,2875500,3175,905.67,http://www.casasyterrenos.com/detalle-terreno/venta-zapote+del+valle-tlajomulco+de+zuniga-jalisco-45672-2124592
 Hacienda Real,22500000,50000,450.0,http://www.casasyterrenos.com/detalle-terreno/venta-hacienda+real-tlajomulco+de+zuniga-jalisco-45640-2052148
 Paraiso Los Pinos,9620352,3006,3200.38,http://www.casasyterrenos.com/detalle-terreno/venta-paraiso+los+pinos-zapopan-jalisco-45100-1448441
 San Sebastian El Grande,21326800,38776,550.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastian+el+grande-tlajomulco+de+zuniga-jalisco-45640-1689194
 San Sebastianito,45615000,9123,5000.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+sebastianito-tlaquepaque-jalisco-45610-1968021
 La Guadalupana,39600000,6600,6000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+guadalupana-tlaquepaque-jalisco-45595-1968101
 Senderos De Monte Verde,640000,138,4637.68,http://www.casasyterrenos.com/detalle-terreno/venta-senderos+de+monte+verde-tlajomulco+de+zuniga-jalisco-45640-1694538
 La Calera,2500000,2123,1177.58,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-2072889
 Santa Anita,8685000,4825,1800.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-2073568
 Bosque Real De Santa Anita,1863115,219,8507.37,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979192
 San Agustin,13000000,1583,8212.26,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1943171
 Sin Nombre,3000000,15000,200.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-tlajomulco+de+zuniga-jalisco-45640-1943226
 Sin Nombre,12000000,40000,300.0,http://www.casasyterrenos.com/detalle-terreno/venta-sin+nombre-tlajomulco+de+zuniga-jalisco-45640-1943471
 Bosque Real De Santa Anita,1774885,209,8492.27,http://www.casasyterrenos.com/detalle-terreno/venta-bosque+real+de+santa+anita-tlajomulco+de+zuniga-jalisco-45640-1979227
 Agua Blanca Industrial,6800000,1700,4000.0,http://www.casasyterrenos.com/detalle-terreno/venta-agua+blanca+industrial-zapopan-jalisco-45235-1764656
 Los Puestos,2690000,1954,1376.66,http://www.casasyterrenos.com/detalle-terreno/venta-los+puestos-tlaquepaque-jalisco-45630-2050601
 La Calera,18584750,7115,2612.05,http://www.casasyterrenos.com/detalle-terreno/venta-la+calera-tlajomulco+de+zuniga-jalisco-45640-2115744
 Agua Blanca Industrial,4442750,1367,3250.0,http://www.casasyterrenos.com/detalle-terreno/venta-agua+blanca+industrial-zapopan-jalisco-45235-1860648
 Santa Anita,18225000,4050,4500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1261674
 Santa Anita,7873380,1750,4499.07,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1459631
 Santa Anita,12532500,2785,4500.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1459641
 Los Gavilanes,7500000,2491,3010.84,http://www.casasyterrenos.com/detalle-terreno/venta-los+gavilanes-tlajomulco+de+zuniga-jalisco-45640-522866
 La Tijera,32000000,11155,2868.67,http://www.casasyterrenos.com/detalle-terreno/venta-la+tijera-tlajomulco+de+zuniga-jalisco-45620-2120350
 La Llave,71470496,23055,3100.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+llave-tlaquepaque-jalisco-45618-1516658
 San Agustin,57333900,12747,4497.83,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-2119552
 Cajititlan,1417050,300,4723.5,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1724584
 Santa Anita,88985000,68450,1300.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1767498
 San Agustin,49138416,40949,1199.99,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1937631
 Acatlan De Juarez Centro,24300000,90000,270.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1240976
 La Duraznera,880000,240,3666.67,http://www.casasyterrenos.com/detalle-terreno/venta-la+duraznera-tlaquepaque-jalisco-45623-1777038
 Los Cantaros,530000,240,2208.33,http://www.casasyterrenos.com/detalle-terreno/venta-los+cantaros-tlajomulco+de+zuniga-jalisco-45653-1697498
 San Agustin,57333900,12747,4497.83,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-2119552
 Cajititlan,1417050,300,4723.5,http://www.casasyterrenos.com/detalle-terreno/venta-cajititlan-tlajomulco+de+zuniga-jalisco-45670-1724584
 Santa Anita,88985000,68450,1300.0,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1767498
 San Agustin,49138416,40949,1199.99,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1937631
 Acatlan De Juarez Centro,24300000,90000,270.0,http://www.casasyterrenos.com/detalle-terreno/venta-acatlan+de+juarez+centro-acatlan+de+juarez-jalisco-45700-1240976
 La Duraznera,880000,240,3666.67,http://www.casasyterrenos.com/detalle-terreno/venta-la+duraznera-tlaquepaque-jalisco-45623-1777038
 Los Cantaros,530000,240,2208.33,http://www.casasyterrenos.com/detalle-terreno/venta-los+cantaros-tlajomulco+de+zuniga-jalisco-45653-1697498
 Santa Cruz De Las Flores,27000000,65000,415.38,http://www.casasyterrenos.com/detalle-terreno/venta-santa+cruz+de+las+flores-tlajomulco+de+zuniga-jalisco-45640-1769033
 Santa Anita,910350,145,6278.28,http://www.casasyterrenos.com/detalle-terreno/venta-santa+anita-tlajomulco+de+zuniga-jalisco-45640-1740379
 Balcones De La Calera,640000,854,749.41,http://www.casasyterrenos.com/detalle-terreno/venta-balcones+de+la+calera-tlajomulco+de+zuniga-jalisco-45640-1175481
 Valle De Las Flores,270000,140,1928.57,http://www.casasyterrenos.com/detalle-terreno/venta-valle+de+las+flores-tlajomulco+de+zuniga-jalisco-45680-2062571
 Jauja,47500000,95000,500.0,http://www.casasyterrenos.com/detalle-terreno/venta-jauja-tonala-jalisco-45425-2072063
 Los Cajetes,10305524,8586,1200.27,http://www.casasyterrenos.com/detalle-terreno/venta-los+cajetes-zapopan-jalisco-45609-1387064
 San Agustin,42600000,11728,3632.33,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1445946
 San Martin De Las Flores De Arriba,22000000,10000,2200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+martin+de+las+flores+de+arriba-tlaquepaque-jalisco-45620-1452261
 Ixtlahuacan De Los Membrillos Centro,2450000,3021,810.99,http://www.casasyterrenos.com/detalle-terreno/venta-ixtlahuacan+de+los+membrillos+centro-ixtlahuacan+de+los+membrillos-jalisco-45850-1832678
 Cortijo San Agustin,1440000,720,2000.0,http://www.casasyterrenos.com/detalle-terreno/venta-cortijo+san+agustin-tlajomulco+de+zuniga-jalisco-45640-1297432
 Felipe Angeles,4900000,880,5568.18,http://www.casasyterrenos.com/detalle-terreno/venta-felipe+angeles-tlaquepaque-jalisco-45590-1745499
 Casa Fuerte,1450000,289,5017.3,http://www.casasyterrenos.com/detalle-terreno/venta-casa+fuerte-tlajomulco+de+zuniga-jalisco-45645-1737294
 La Calerilla,210000000,70000,3000.0,http://www.casasyterrenos.com/detalle-terreno/venta-la+calerilla-tlaquepaque-jalisco-45610-1954749
 San Agustin,42600000,11728,3632.33,http://www.casasyterrenos.com/detalle-terreno/venta-san+agustin-tlajomulco+de+zuniga-jalisco-45640-1445946
 San Martin De Las Flores De Arriba,22000000,10000,2200.0,http://www.casasyterrenos.com/detalle-terreno/venta-san+martin+de+las+flores+de+arriba-tlaquepaque-jalisco-45620-1452261
 Ixtlahuacan De Los Membrillos Centro,2450000,3021,810.99,http://www.casasyterrenos.com/detalle-terreno/venta-ixtlahuacan+de+los+membrillos+centro-ixtlahuacan+de+los+membrillos-jalisco-45850-1832678
